NWS	USGS	
TMRM8	06091700	
TOSM8	06054500	
TSFM8	06102500	
TWBM8	06023100	
TWIM8	06026500	
TWNM8	06018500	
ULMM8	06078200	
VAUM8	06089000	
VRGM8	06109500	
WCHM8	06035000	
WSVM8	06024580	
WSWM8	462641110561701	
AHSN7	02053500	
OBCN7	362228075500401	
POTN7	02053200	
PSQN7	0204382800	
WNDN7	0208111310	
AVLN7	03451500	
BBRN7	354057080362601	
BDWN7	02138520	
BESN7	02144000	
BETN7	03450000	
BIRN7	03512000	
BKCN7	02124269	
BLAN7	03443000	
BLTN7	03451000	
BLWN7	351808082374302	
BRBN7	02120780	
BSPN7	02151500	
BSSN7	352012081154301	
BTRN7	351218080331345	
BVRN7	0214297160	
CARN7	03500240	
CCNN7	03460000	
CEPN7	03456500	
CKCN7	02124080	
CLCN7	0212466000	
CODN7	0212419274	
COVN7	02149000	
CRFN7	0214266080	
CRWN7	352315082484401	
CSRN7	02152100	
CTPN7	03456991	
CWPN7	03456100	
DAVN7	03441000	
DILN7	03510577	
ELLN7	02142000	
FLCN7	03447687	
GCKN7	0212467451	
GFLN7	355031081243245	
GLNN7	354302081433201	
HEWN7	03505550	
HNRN7	02143000	
HSPN7	03454500	
HUCN7	360000080444645	
HUNN7	02118500	
IBFN7	0212433550	
INDN7	0212467595	
IVYN7	03453000	
JOHN7	02140991	
KILN7	0214269560	
LABN7	02143500	
LLDN7	03455773	
LLGN7	03455500	
LNDN7	02152474	
LOGN7	02150495	
LONN7	02142900	
LOWN7	02145000	
LTIN7	03501975	
LTWN7	353135080524201	
MARN7	03453500	
MCDN7	0214266000	
MCIN7	0214655255	
MCKN7	02118000	
MCTN7	0214265828	
MDHN7	02142654	
MGTN7	354353081410545	
MKCN7	0212430653	
MKRN7	355037080393045	
MKWN7	355359080331701	
MRSN7	03446000	
MSPN7	345609080415145	
NEBN7	02138500	
NEEN7	03503000	
NFSN7	0344894205	
OXRN7	354616081085145	
PATN7	02111000	
PLGN7	02137727	
PLSN7	354133082042201	
PRTN7	03500000	
PSWN7	351709082434101	
RAIN7	03504000	
RAMN7	02143040	
RDCN7	0212430293	
REYN7	0212427947	
ROSN7	03439000	
RRWN7	351943080323145	
RTRN7	0345577330	
SIXN7	0214685800	
STAN7	354822080521501	
STRN7	03463300	
TAPN7	0351706800	
TKRN7	03508050	
TKSN7	03513000	
TORN7	0214265808	
WBRN7	0212393300	NC
WPRN7	353003080591745	
BGSN7	02134480	
BGWN7	02108566	
BRDN7	02134500	
BSLN7	335849078054301	
CPFN7	02105769	
DRTN7	02105500	
FREN7	02109500	
FRXN7	02109500	
HUSN7	02105511	
LUMN7	02134170	
MAXN7	02133624	
SOUN7	335631078003606	
SSHN7	335629078115406	
STPN7	02105500	
CHIN7	02108000	
FTBN7	02091814	
GUMN7	02093000	
HMLN7	02081028	
HOKN7	02091500	
JAMN7	02081094	
KINN7	02089500	
NAHN7	02091000	
OAKN7	02081022	
PAMN7	02084472	
PGVN7	02084000	
PLLN7	02092554	
SIMN7	02084160	
SWFN7	0209205053	
TNTN7	02092500	
VANN7	02084557	
WESN7	0208114150	
WLLN7	02081054	
MBBN7	351121083545002	
TMVN7	03550000	
ABBN7	02121500	
ADRN7	0208731190	
APSN7	02087580	
BAHN7	02086500	
BCMN7	0209553650	
BMAN7	02085500	
BNRN7	02086624	
BOCN7	0209734440	
BRSN7	02093877	
BSHN7	02132320	
BTHN7	02077670	
BUCN7	02102192	
BYNN7	02096960	
CANN7	02096846	
CCRN7	0210166029	
CLYN7	02087500	
CMVN7	0208732534	
CRBN7	02087324	
CRDN7	0208706575	
EBNN7	0208726005	
ECRN7	0208675010	
EFDN7	02083000	
ENNN7	02115360	
ENON7	02085070	
FAYN7	02104000	
FTHN7	0208524975	
GIBN7	02094500	
GLDN7	02089000	
GLVN7	0209782609	
GORN7	02086849	
HAWN7	02096500	
HBSN7	02085039	
HFXN7	0208062765	
HIPN7	02099000	
HLSN7	02085000	
HOFN7	02133500	
HPNN7	0209399200	
HRMN7	02098206	
HRVN7	02098198	
HYCN7	02077303	
HYLN7	02077280	
LBWN7	344544079263701	
LCPN7	355020078465645	
LCRN7	0208700550	
LITN7	02128000	
LLLN7	02102500	
LLRN7	355856078492945	
LOUN7	02081747	
LRZN7	02088383	
LTLN7	0208521324	
LUCN7	02090380	
LXRN7	0208250410	
LXTN7	354855080134201	
MANN7	02103000	
MBHN7	0208524090	
MGCN7	02097517	
MGNN7	02097464	
MIDN7	02088000	
MJCN7	355852078572045	
MONN7	02102000	
MRTN7	345812079313401	
MSHN7	0208732885	
MVSN7	02101800	
NBCN7	02095500	
NBUN7	02095271	
NBWN7	02095181	
NECN7	0209741955	
NEDN7	0209741387	
NEUN7	02087183	
NHCN7	02097314	
NHPN7	02098197	
NRWN7	02126000	
NUDN7	02087182	
OKRN7	02093800	
OWFN7	02087322	
PDTN7	0212378405	
PIGN7	0208732534	
PNTN7	02088500	
PWRN7	02126375	
RBRN7	0208735012	
RCKN7	02129000	
RFDN7	02104220	
RLHN7	02087275	
RMON7	02082585	
RMSN7	02100500	
RNGN7	02082950	
ROKN7	02082585	
RRDN7	02080500	
RYAN7	02094775	
SBCN7	02095000	
SBHN7	02094770	
SBPN7	02094659	
SCON7	02081000	
SCRN7	0209722970	
SFCN7	0208773375	
SFTN7	0208758850	
SLCN7	02101726	
SMFN7	02087570	
SPHN7	02081942	
SWIN7	02082770	
TARN7	02083500	
TFCN7	355511078570745	
TFRN7	02097280	
TOMN7	02106500	
TRVN7	02081500	
VASN7	02102908	
WALN7	02087359	
WMAN7	360143078540945	
WWAN7	351849078163901	
YADN7	02116500	
YCRN7	355113080230345	
ARRN7	02113850	
DALN7	02114450	
EDSN7	02074000	
EKVN7	02111180	
ELKN7	02112250	
FRNN7	02068500	
GLCN7	363000080584000	
JFRN7	03161000	
LNSN7	362954081303800	
LSBN7	02077200	
PNHN7	02069000	
PRIN7	02070500	
REDN7	02111500	
WENN7	02071000	
WKSN7	02112000	
WKYN7	0211139110	
WLKN7	02111391	
ALTN8	06347500	
BANN8	05122000	
BBCN8	06342450	
BCKN8	06470800	
BCSN8	06354490	
BIWN8	06342500	
BREN8	06354000	
BVRN8	06354580	
CETN8	06342260	
CLBN8	05113750	
CRSN8	06347000	
CTWN8	06329610	
DARN8	05115500	
DESN8	05116500	
FOXN8	05116000	
GCEN8	06468170	
GDVN8	06339500	
HCCN8	06352000	
HRAN8	06344600	
HVYN8	05054500	
HZNN8	06340500	
JMSN8	06470000	
JUDN8	06348300	
KLSN8	05120500	
KRBN8	06340010	
KSLN8	06468250	
LAMN8	06470500	
LMCN8	06331000	
MANN8	06349700	
MDAN8	06336000	
MDNN8	06349000	
MENN8	06349500	
MINN8	05117500	
MMRN8	06349070	
MNGN8	06339100	
MREN8	06332515	
MTHN8	06335500	
NOON8	05113600	
PGEN8	06469400	
PRCN8	06342020	
REGN8	06350000	
RICN8	06345500	
RLGN8	06353000	
RLHN8	06351200	
SHWN8	05114000	
STNN8	06340700	
SWTN8	06348500	
TCHN8	06345780	
TRTN8	06336600	
UPHN8	05123510	
VRNN8	05120000	
WLCN8	05123400	
WLTN8	06330000	
WSBN8	06341000	
WSTN8	05124000	
WTFN8	06337000	
ZAPN8	06340000	
ZEEN8	06354480	
ABRN8	05053000	
AKRN8	05101000	
AMEN8	05060500	
BHTN8	05058000	
BOBN8	05059600	
BRMN8	05055400	
CFCN8	05056265	
CNDN8	05056100	
CPPN8	05056995	
CPRN8	05057000	
DBCN8	05057200	
DCBN8	05056500	
DLBN8	05056222	
DLCN8	05056241	
DRTN8	05092000	
DWGN8	05052500	
ECTN8	05056215	
EDEN8	05056200	
ENDN8	05059700	
ENLN8	0505152130	
ESLN8	05056665	
FDVN8	05084000	
FGON8	05054000	
FLRN8	05055300	
FWRN8	05051600	
GOLN8	05058980	
GRNN8	05090000	
HGRN8	05066500	
HICN8	05051522	
HILN8	05064500	
HORN8	05059310	
HRCN8	05059300	
HWDN8	05060400	
KNDN8	05059000	
LBNN8	05058700	
LEDN8	05056340	
LPRN8	05099400	
LTRN8	05082625	
MAPN8	05060100	
MAVN8	05056100	
MCTN8	05056060	
MDRN8	05052000	
MPLN8	05060000	
MRDN8	05059715	
MTON8	05085000	
NCEN8	05100000	
PBNN8	05102490	
PRTN8	05065500	
TOLN8	05056678	
TPNN8	05070000	
VCRN8	05058500	
WEBN8	05056239	
WFON8	05059480	
WHNN8	05051500	
WLHN8	05099600	
WRWN8	05056000	
WSFN8	05059500	
ABNN1	412336104022801	
AGRN1	415118103020903	
ALCN1	420006102561201	
BDWN1	413216102520201	
BSHN1	06762500	
CMRN1	414107102233801	
CRCN1	420757104024701	
CSRN1	413813103334501	
DFTN1	420301103554802	
HBGN1	412944103452701	
HCHN1	413853103532102	
HENN1	06674500	
MLKN1	414153103561402	
MRLN1	415628103554901	
SBRN1	06680500	
SCFN1	415325103392801	
UFMN1	415654103420401	
HMRN1	06601000	
LCWN1	06799445	
MKLN1	06478526	
MRVN1	06453620	
MSJN1	06478515	
SSCN1	06486000	
BEVN1	06847000	
CAMN1	06843500	
CDEN1	06768035	
CENN1	06772775	
CEON1	405632098373501	
CWSN1	06768025	
DNON1	404513098181202	
DWEN1	06883000	
EDYN1	410154099394701	
EMCN1	06769525	
GEAN1	06792500	
GELN1	06793000	
GEON1	06794000	
GIDN1	06772100	
GRIN1	06770500	
GUIN1	06853020	
HDYN1	06853500	
KEAN1	06770200	
ORNN1	06844500	
OVEN1	06769000	
OVON1	06768020	
RDLN1	405129099090201	
REPN1	06849000	
SHEN1	06794650	
SILN1	06772898	
SIVN1	06773500	
SMIN1	06784000	
SPLN1	06785000	
SPUN1	06790500	
STMN1	06847500	
BEKN1	06827500	
BENN1	06824500	
CULN1	06835500	
HAIN1	06821500	
HBCN1	06823500	
MCKN1	06836500	
MKRN1	06837000	
PKCN1	06824000	
RWCN1	06838000	
STEN1	06823000	
STTN1	06828500	
ARSN1	06781600	
BRTN1	06785500	
DNGN1	06775500	
EWIN1	06797500	
PALN1	06834000	
RSON1	06764880	
RVVN1	06463500	
SPKN1	06461500	
THDN1	06775900	
TYLN1	06786000	
ABRN1	06811500	
ASLN1	06801000	
ASNN1	06804700	
ASTN1	06805000	
BARN1	06882000	
BOWN1	06478522	
BRON1	06810070	
CBCN1	06466400	
CERN1	06803530	
CLBN1	06795500	
CRTN1	06881000	
CUBN1	06881430	
DCTN1	06601200	
DEDN1	06803502	
DEWN1	06881380	
DNCN1	06774000	
DRGN1	06880800	
FCKN1	06610795	
FLLN1	06815000	
FRBN1	06884000	
GRNN1	06803555	
HBLN1	06814500	
IRVN1	06610750	
ITHN1	06804000	
LATN1	06803300	
LCNN1	06803500	
LESN1	06796500	
LHBN1	06803093	
LICN1	06803510	
LMCN1	06803170	
LOKN1	06803486	
LOUN1	06805500	
LPTN1	410333095530101	
LSCN1	06803513	
LUSN1	06803080	
LVNN1	06803520	
MRNN1	06466010	
NBDN1	06796000	
NBZN1	06466500	
NEBN1	06807000	
NEZN1	06807000	
NFKN1	06799000	
NKRN1	06800000	
NRBN1	06466000	
OHAN1	06610732	
OMHN1	06610000	
OMLN1	06610765	
PLGN1	06799315	
PRCN1	06799100	
ROCN1	06803000	
RULN1	06813500	
SALN1	06803495	
SBPN1	06805020	
UEHN1	06799500	
UION1	06806500	
VEDN1	06465700	
VENN1	06796550	
VERN1	06453600	
VRDN1	06465500	
WHLN1	06600900	
WPNN1	06799350	
WTRN1	06800500	
ALLN3	01089925	
ASTN3	01154950	
BCPN3	01064801	
BETN3	01137500	
BLTN3	010642505	
BRSN3	01078000	
CMBN3	01053600	
CNWN3	01064500	
COCN3	01072800	
CONN3	01088400	
COTN3	01085500	
DAVN3	01086000	
DIAN3	01052500	
DLTN3	01131500	
ERRN3	01053500	
EXTN3	01073587	
FRJN3	01081500	
GFFN3	01091500	
GILN3	01157000	
GOFN3	01092000	
GRMN3	01054000	
GRTN3	01077400	
GRUN3	01130000	
HDLN3	01161000	
HENN3	01085000	
ISIN3	01072870	
KENN3	01158000	
KNEN3	01158110	
LAMN3	01073500	
LINN3	01074520	
MACN3	01083000	
MFDN3	01093852	
NCHN3	01089500	
NPEN3	010965852	
NSLN3	01100505	
NSTN3	01129500	
OTRN3	01158600	
OYSN3	01073000	
PEAN3	01054114	
PLMN3	01076500	
PTRN3	01082000	
PTSN3	01129200	
RAYN3	01073319	
RUMN3	01076000	
RVHN3	01087850	
SANN3	010735562	
SBPN3	01091000	
SOHN3	01094000	
SOUN3	01089100	
SWAN3	01160350	
TLTN3	01081000	
WBSN3	01087000	
WCLN3	01152500	
WERN3	01090800	
WINN3	01073785	
WLBN3	01144500	
WLPN3	01154500	
WOON3	01075000	
MTGN4	01438500	
AWON4	01383500	
BETN4	01389492	
CHMN4	01379530	
DDCN4	01389890	
EBRN4	01393895	
FLKN4	405934074120201	
HOHN4	01391000	
KENN4	01394620	
LODN4	01391500	
LOIN4	405236074051801	
LTFN4	01389500	
MAWN4	01387500	
MCPN4	01382500	
MOLN4	01389765	
MPLN4	01393890	
MTSN4	404059074223301	
NMLN4	01378500	
NWKN4	01392650	
OKLN4	01387905	
ORAN4	404550074171600	
PKRN4	01377370	
PLUN4	01387998	
RBRN4	01396000	
RINN4	410716074141601	
RIVN4	01377000	
RNWN4	405939074084301	
RWCN4	01384500	
RWDN4	01390500	
RWYN4	01395000	
SADN4	01390450	
SPGN4	01394500	
THRN4	01392170	
TWBN4	01389005	
URSN4	01393450	
VRON4	01389534	
WBWN4	01386000	
WODN4	01377450	
WOON4	01377451	
WSDN4	01377500	
WTMN4	410800074204301	
WTPN4	405305074105401	
WYNN4	405437074151001	
ABSN4	01410500	
ALCN4	01410560	
ALLN4	01408029	
ASCN4	01410510	
ATLN4	01410600	
AVLN4	01411355	
BANN4	01410820	
BASN4	01408205	
BATN4	01409400	
BBBN4	01446000	
BBMN4	01407290	
BDBN4	01403200	
BDKN4	01403060	
BGLN4	01409125	
BKRN4	404217074294701	
BKWN4	01402000	
BLBN4	01457000	
BLMN4	01407770	
BLRN4	01443500	
BMDN4	01401650	
BONN4	01381000	
BOON4	01380900	
BOTN4	01380450	
BTMN4	01399780	
BVDN4	01446500	
BVVN4	01412150	
CAMN4	01379500	
CAPN4	01411390	
CHAN4	410148074252901	
CHRN4	01467081	
CLAN4	01411456	
CLKN4	01463620	
CLNN4	01396660	
CNSN4	410639074293001	
DRCN4	01460440	
DVRN4	01379845	
ESTN4	01446995	
ESXN4	404955074171101	
EWGN4	01463740	
EXTN4	01464500	
FARN4	01398500	
FBRN4	404822074442601	
FHLN4	404223074381101	
FLAN4	01440000	
FREN4	01458500	
GBKN4	01403400	
GEHN4	01411000	
GPJN4	01382385	
GRBN4	01403600	
GRWN4	01413038	
GTNN4	01401750	
HAMN4	01402630	
HBRN4	01396500	
HDDN4	01467150	
HLLN4	411130074252501	
HRRN4	01410000	
HUNN4	01445000	
INDN4	394728074452501	
IRON4	405030074380901	
IWPN4	01467005	
JENN4	01409810	
KSBN4	01407081	
LABN4	01405030	
LAFN4	01443280	
LAKN4	01455500	
LANN4	01408900	
LAWN4	01408120	
LNPN4	01388700	
LOCN4	01460880	
MCDN4	01466500	
MDBN4	01399100	
MDSN4	01403900	
MEDN4	01465880	
MERN4	01463882	
MGTN4	01411330	
MIDN4	402955074312501	
MILN4	01379000	
MITN4	01402500	
MNVN4	01400500	
MONN4	410811074182801	
MRTN4	01403150	
MSNN4	01408048	
MSPN4	405002074310001	
MSTN4	404751074250601	
MTLN4	01408168	
NBAN4	01399830	
NEPN4	01407705	
NESN4	402758074431301	
NGTN4	01410150	
NLBN4	01466900	
NORN4	01411500	
NSNN4	01397420	
NTTN4	01407760	
ODBN4	01406050	
ONCN4	01411320	
ORRN4	410230074300001	
PATN4	01389802	
PCTN4	01401000	
PEBN4	01467000	
PELN4	01367805	
PICN4	01379773	
PIKN4	01379780	
PINN4	01381900	
PITN4	01475001	
PMPN4	01387940	
PNBN4	01381800	
POMN4	01388100	
POTN4	404218074413701	
PPPN4	01388500	
PPTN4	01388000	
PQTN4	01445500	
PTVN4	01399500	
PWRN4	01455090	
RDBN4	01407500	
RDLN4	01382800	
REAN4	01398000	
RGLN4	01457500	
RRTN4	01400000	
SABN4	01406710	
SAMN4	01408000	
SBIN4	01407600	
SBNN4	01398102	
SBRN4	01400010	
SBTN4	01409146	
SDNN4	01411435	
SEEN4	01412800	
SHBN4	01411360	
SICN4	01411350	
SIGN4	01389010	
SKIN4	402504074414201	
SMVN4	01400360	
SPTN4	01405400	
SRCN4	01396800	
SRGN4	01396582	
SRRN4	01396790	
STBN4	01403570	
STFN4	01409280	
STKN4	01461500	
STTN4	01397000	
SVLN4	01410784	
SWBN4	01477120	
TACN4	01464000	
TKSN4	01440200	
TKTN4	01409335	
TMRN4	01408500	
TREN4	01463500	
TTWN4	01463500	
TUKN4	01411300	
VNCN4	01465850	
WASN4	01462500	
WATN4	01409110	
WBRN4	01394000	
WDTN4	01482500	
WETN4	01402540	
WHIN4	01381500	
WHPN4	01381400	
WHTN4	01399670	
WNQN4	01387000	
WRDN4	01386990	
WTCN4	01403540	
WWNN4	405424074355001	
YRDN4	01443900	
ABIN5	08286900	
ABQN5	08330000	
ACGN5	08340500	
ACMN5	08386000	
AICN5	08287000	
ANFN5	08329900	
ARCN5	09355500	
ARFN5	09364500	
ATCN5	08379500	
AZRN5	09364010	
BERN5	08328500	
BFCN5	332512105492201	
BKMN5	332415105465601	
BNDN5	08353000	
BONN5	08388450	
BRGN5	08331160	
BRWN5	332659108400700	
BWLN5	08341400	
CATN5	09443800	
CBDN5	08254000	
CCAN5	08252500	
CCCN5	08253000	
CCSN5	08261000	
CERN5	08263500	
CGRN5	08317900	
CMMN5	07207000	
CMRN5	07207500	
CMTN5	08290000	
CNCN5	07223500	
COCN5	08317300	
COLN5	08382500	
COSN5	08255500	
COTN5	08253900	
CRCN5	07208500	
CTDN5	08317400	
CYCN5	07218000	
CYON5	08291000	
DARN5	08390500	
DAWN5	07203000	
DIXN5	08279000	
DLPN5	08385630	
DXRN5	08394024	
ECNN5	08387550	
EGCN5	07206000	
EGLN5	07205500	
EMBN5	08279500	
ETDN5	07202500	
FHRN5	330128105084730	
FRMN5	09365000	
FSCN5	08385000	
GNTN5	08343500	
GOLN5	07216500	
GSFN5	09444000	
HCFN5	335438104593630	
HGMN5	08394500	
HMBN5	331950108383800	
HSCN5	333755105011530	
ISLN5	08330875	
JECN5	08328950	
JEZN5	08324000	
LAKN5	08384000	
LATN5	08395500	
LCRN5	07227000	
LCVN5	07215500	
LGNN5	07227100	
LKMN5	07199450	
LMDN5	08289000	
LOGN5	07226500	
LOUN5	08382000	
LPFN5	09367500	
LPRN5	09367000	
MBLN5	331617108353900	
MRLN5	09442980	
MTZN5	08380500	
NBFN5	08294200	
NOGN5	332940105470501	
NRSN5	332748105481601	
OTWN5	08313000	
PBTN5	08385522	
PCDN5	08394033	
PCON5	08378500	
PECN5	08382600	
PFSN5	08385503	
PSDN5	08384500	
PUEN5	08383500	
RBON5	08388500	
RCAN5	08286500	
RCEN5	08285500	
RFBN5	08332010	
RGAN5	08329928	
RGBN5	08329918	
RGCN5	08317950	
RGEN5	08355050	
RGQN5	08331510	
RGSN5	08355490	
RGTN5	08275500	
RHHN5	08390020	
RHRN5	08393610	
RIPN5	08334000	
RLAN5	08271000	
RLPN5	08284100	
RMON5	08377900	
RNAN5	08294210	
RNRN5	09386900	
RPDN5	08397600	
RPHN5	08397620	
RPPN5	08277470	
RPTN5	08269000	
RRFN5	08266820	
RRHN5	08390800	
RRQN5	08265000	
RRRN5	08390610	
RRUN5	08386505	
RSFN5	09442680	
RUHN5	08387000	
RWRN5	08390620	
SDVN5	08330775	
SFAN5	08315480	
SFCN5	08317200	
SFMN5	08315500	
SFNN5	08316500	
SFPN5	08319000	
SFRN5	08316000	
SHCN5	331421108484500	
SHRN5	09368000	
SKYN5	332538105440401	
SMCN5	08358300	
SMFN5	08358400	
SNAN5	08354900	
SNCN5	07221500	
SNTN5	08253500	
SRDN5	08382830	
SRLN5	08382810	
SRPN5	08382650	
TBCN5	08276300	
TJBN5	08276500	
TSQN5	08302500	
TYLN5	07211500	
UTEN5	07226800	
VADN5	08267500	
ZUIN5	09386950	
CAAN5	08362500	
EBNN5	08359500	
EDBN5	08361000	
GILN5	09430500	
GVRN5	09432000	
MCCN5	09430600	
MIMN5	08477110	
RGRN5	09431500	
TLCN5	08481500	
ATSN5	08396500	
AVLN5	08403800	
BSSN5	08405450	
CBLN5	08401450	
CMCN5	08403500	
CPDN5	08405200	
CRBN5	08401900	
CSBN5	08402000	
DACN5	08405150	
DAYN5	08398500	
DKCN5	08405105	
LKWN5	08400000	
MGAN5	08406000	
MLAN5	08405500	
MLGN5	08406500	
PBAN5	08404000	
PKCN5	08399500	
PPCN5	08407000	
PSBN5	08401500	
RBFN5	08407500	
RDBN5	08408500	
SSRN5	08401200	
BCKN2	10324700	
BRON2	13161500	
BSSN2	10243224	
BVRN2	10317480	
BWSN2	10246835	
CMSN2	10327500	
COCN2	10245960	
CVCN2	10243700	
DEVN2	10317500	
DIXN2	10320000	
GEYN2	10245100	
HBMN2	10325000	
HCKN2	10322535	
HNKN2	10313900	
HRCN2	10321000	
HRDN2	10323425	
HREN2	10318500	
HRSN2	10322505	
HSCN2	09415558	
JBGN2	13162225	
KCCN2	10249280	
KOBN2	394036116183401	
LCLN2	10316500	
LHPN2	10329000	
LMNN2	10243260	
MACN2	10322150	
MARN2	10329500	
MCYN2	10321950	
MDCN2	10352500	
MGCN2	10322000	
MGNN2	393310114475001	
MHSN2	10315500	
MMCN2	10321940	
OGCN2	13174500	
OMCN2	13175100	
PALN2	10322500	
PCKN2	10322800	
PHCN2	10322555	
PREN2	09415510	
QNRN2	103530001	
RCKN2	10245970	
REDN2	09415460	
ROCN2	10324500	
SFHN2	10319900	
SFLN2	13105000	
STEN2	10244950	
SUSN2	10321590	
TONN2	10322510	
TWRN2	10249300	
WDHN2	13174000	
WILN2	103225055	
ACLN2	10311200	
BRYN2	10308800	
CBLN2	10312150	
CLRN2	10310500	
CRGN2	10310407	
DCGN2	10310400	
DOGN2	10347310	
DRRN2	10311400	
EFDN2	10309010	
EVYN2	10311300	
EWSN2	10293500	
FRKN2	10348460	
FTCN2	10312000	
GBKN2	10336730	
GRDN2	10309000	
HNTN2	10347600	
HOYN2	10297500	
HRIN2	10333000	
HRPN2	10335000	
HZNN2	10351400	
INCN2	10336700	
KCLN2	10311100	
KLPN2	10348300	
LHDN2	10312100	
MASN2	10300600	
MLTN2	10336710	
MOGN2	10347460	
NIXN2	10351700	
NTDN2	10348245	
SCRN2	10349300	
SCWN2	10349980	
SSLN2	10349849	
STRN2	10348200	
STWN2	10311000	
SWCN2	10293048	
SWPN2	10312210	
TBDN2	10351600	
TCWN2	10351300	
THCN2	10336698	
TNTN2	10350340	
TOPN2	10297000	
TRRN2	10348000	
TRZN2	10312275	
TSGN2	10348036	
VISN2	10350000	
WADN2	10351650	
WALN2	10301500	
WARN2	10301600	
WLHN2	10288500	
WLTN2	10301745	
WPJN2	10301290	
WRMN2	10302025	
WSIN2	10302002	
WVRN2	10301700	
WWHN2	10300000	
WYWN2	10301120	
ADDN2	094156395	
ASCN2	09415645	
CBDN2	09423000	
CCSN2	09419625	
CSDN2	09415589	
CSKN2	09415590	
CWSN2	09419740	
DCKN2	09419696	
DLVN2	380531114534201	
FWNN2	094196781	
GSUN2	362727116013501	
KIDN2	09419753	
KSGN2	360956115432801	
LCCN2	09419745	
LVON2	09419756	
LVPN2	09419700	
LWVN2	09419800	
MLON2	09419507	
MOAN2	09416000	
MSPN2	09415900	
MUDN2	09419000	
MVEN2	09417500	
MVYN2	09418500	
PESN2	09415908	
PSGN2	09415910	
RSGN2	360310115303201	
RSPN2	09419550	
SCCN2	09419665	
SLON2	09419659	
SSGN2	355906115492601	
VLMN2	09415250	
VVDN2	094196784	
WSCN2	09415927	
WSWN2	09415920	
ALAN6	01362200	
ALBN6	01359139	
ALYN6	424115073495301	
BCFN6	01362497	
BEAN6	01350035	
BIGN6	013621955	
BKBN6	01350355	
BKCN6	431841074573201	
BKRN6	01349950	
BKWN6	01363382	
BRTN6	01351500	
BTTN6	01329490	
CACN6	422241073274601	
CGHN6	04258000	
CHIN6	01362370	
CNJN6	01349150	
COBN6	424017074301501	
COHN6	01357500	
EAGN6	01334500	
EBNN6	01434017	
ECRN6	01348000	
FODN6	01349527	
FRFN6	01342682	
FTEN6	01327750	
FTPN6	01349000	
FVYN6	01434025	
GBRN6	01350101	
GILN6	01350100	
GLWN6	01330000	
GRDN6	01371500	
GRYN6	01343403	
GVVN6	04280450	
HDLN6	01325000	
HDYN6	01318500	
HOPN6	01321000	
HTLN6	01362342	
ILIN6	01342730	
INRN6	01315000	
JWCN6	01349700	
KASN6	01346000	
KFDN6	01359525	
LEXN6	01349705	
LKGN6	04278000	
LMTN6	01363556	
LTLN6	01347000	
LWSN6	01365000	
MKLN6	01350140	
MNRN6	01350080	
MOHN6	01342743	
MRNN6	01364500	
MTRN6	01362500	
NBLN6	01350180	
NCKN6	01315500	
NMKN6	01359528	
OGWN6	433112075091501	
ORKN6	01338000	
PKLN6	01350120	
POUN6	01372058	
PTVN6	01350000	
RMEN6	01336000	
ROSN6	01367500	
RSSN6	01361000	
RVRN6	01317000	
RXFN6	01355475	
SACN6	01323500	
SCHN6	01354500	
SPUN6	01349711	
STUN6	01362230	
SWRN6	04256500	
TENN6	01200000	
TRYN6	01358000	
UTIN6	01342602	
VISN6	01356000	
WAPN6	01372500	
WDLN6	0136230002	
WFRN6	01335755	
WKLN6	01349810	
WMRN6	01343060	
WTFN6	01335754	
ACKN6	01521500	
ADNN6	01525981	
AKLN6	01521000	
AUON6	04235440	
AVCN6	01527500	
BAHN6	01528320	
BAIN6	01502632	
BDWN6	04237496	
BKAN6	01413398	
BKGN6	04242640	
BMVN6	421948074483701	
BNGN6	01503500	
BRGN6	01436690	
BRYN6	01428500	
BVLN6	01432160	
BYRN6	04235600	
CCCN6	01427500	
CCRN6	01427510	
CFBN6	0423406130	
CFFN6	04237962	
CHEN6	01530332	
CHON6	01505810	
CHSN6	01365500	
CINN6	01510000	
CKFN6	01420500	
CKLN6	01503000	
CMGN6	01531000	
CMPN6	01529500	
CNON6	01512500	
COWN6	04243783	
CRNN6	01529950	
CRTN6	01509000	
CTTN6	04244000	
DELN6	01421900	
DRDN6	04232482	
DRYN6	01413408	
DUNN6	01414500	
DWNN6	01417000	
ERWN6	01526500	
ESDN6	01499500	
ESIN6	01500000	
EUCN6	04247000	
FLLN6	04234000	
FSHN6	01421000	
GNEN6	01507000	
HBHN6	04240100	
HBRN6	04240105	
HBTN6	01421610	
HIKN6	01343900	
HLEN6	01426500	
HORN6	01524500	
HRLN6	01523000	
HRNN6	01523500	
HTBN6	01421618	
HVDN6	01417500	
ICNN6	04233255	
ISKN6	01511500	
LDVN6	01427207	
LDWN6	01422500	
LDYN6	01520500	
LEYN6	04240120	
LKNN6	04240300	
LSLN6	01509520	
LUDN6	0423401815	
LVRN6	04240495	
MGPN6	01432900	
MRGN6	01413500	
MVGN6	01433500	
NEIN6	04243500	
NEVN6	01437500	
NVCN6	01435000	
NVWN6	01434498	
NVXN6	01436000	
ONCN6	04240010	
ONDN6	04239000	
OWCN6	01514000	
OWGN6	01513831	
OWIN6	04235299	
OWSN6	04235396	
PLTN6	01414000	
RCKN6	01502500	
ROXN6	01413088	
SEFN6	04232730	
SHBN6	01505000	
SKYN6	04236800	
SLVN6	01425000	
SXBN6	04233286	
SXMN6	04233300	
TABN6	04242500	
TPKN6	01415000	
TRCN6	0142400103	
