NWS	USGS	
SHRI4	05462000	
STRI4	05481300	
SWNI4	05487520	
TMAI4	05451770	
TPLI4	05420680	
TPTI4	05483318	
TRCI4	05488500	
VNMI4	05484500	
WBCI4	05481000	
WDMI4	05484600	
WVLI4	05458300	
AGSI4	05474000	
AMAI4	05453200	
ANSI4	05421740	
BLVI4	05416100	
BPLI4	05452500	
CBII4	05464730	
CBSI4	05420460	
CEBI4	05464780	
CIDI4	05464500	
CMCI4	05454090	
CMMI4	05420500	
CNEI4	05465000	
CRAI4	05454300	
CRWI4	05422470	
CTWI4	05453520	
DEWI4	05422000	
DKII4	05422600	
DYRI4	05418110	
FLNI4	05418400	
GNII4	05418720	
IACI4	05455010	
IDPI4	05421000	
IOCI4	05455100	
IOWI4	05454500	
IRCI4	05454000	
KALI4	05455500	
KEQI4	05490500	
LADI4	05453000	
LNTI4	05455700	
MAQI4	05418500	
MBCI4	05473450	
MCHI4	05416900	
MERI4	05473065	
MRNI4	05464695	
MROI4	05453100	
OKMI4	05473400	
OKVI4	05465700	
OXFI4	05454220	
OXJI4	05421760	
PLOI4	05464420	
PRAI4	05421682	
RKDI4	05414400	
SIGI4	05472500	
VINI4	05464315	
WAPI4	05465500	
WBBI4	0546494140	
WBKI4	414208091204701	
WBPI4	414209091215801	
WBRI4	05464942	
WBWI4	0546494170	
WLCI4	05422560	
WLTI4	05421890	
AKRI4	06485500	
ALTI4	06600100	
BOCI4	06483495	
CRRI4	06606600	
HOKI4	06602020	
HWDI4	06483950	
JMEI4	06600500	
LNNI4	06605850	
OBJI4	06604200	
PCMI4	06599900	
RAPI4	06483290	
RKVI4	06483500	
SIOI4	06600000	
SLKI4	06604000	
SPOI4	06605000	
SXCI4	06485950	
ENSI4	06809900	
ETRI4	06811800	
HMBI4	06810000	
HNKI4	06807410	
ICLI4	06817000	
KEGI4	06805850	
LGNI4	06609500	
MAPI4	06607200	
PSGI4	06608500	
RDOI4	06809500	
RDPI4	06808500	
SKYI4	06811875	
TRKI4	06811760	
TRNI4	06602400	
TURI4	06607500	
WCSI4	06609560	
WCSI4	66666610	
WNSI4	06808820	
ANDI1	13190500	
ARAI1	13190500	
BIGI1	13206000	
BNKI1	13246000	
BRFI1	13186000	
BSCI1	13206305	
BTSI1	13185000	
BUHI1	13094000	
CAMI1	13258500	
CCXI1	13159800	
CDWI1	13211205	
CJSI1	13171500	
CMCI1	13141500	
COTI1	13204640	
CRWI1	13265500	
DRBI1	13236500	
DWSI1	13089500	
EMMI1	13249500	
HAGI1	13108150	
HCDI1	13290450	
HOTI1	13168500	
HRSI1	13247500	
JOHI1	13313000	
KRSI1	13310700	
LFPI1	13240000	
LUCI1	13201500	
MFPI1	13237920	
MIDI1	13309220	
MILI1	13087995	
MLDI1	13152500	
MLNI1	13087900	
MORI1	13200000	
MSSI1	13310199	
ORCI1	13176400	
PARI1	13213000	
PAYI1	13239000	
PLEI1	13250000	
PRLI1	13235000	
PRPI1	13251000	
PYDI1	13238500	
SFNI1	13192200	
SFSI1	13311000	
SKHI1	13154500	
SNYI1	13213100	
STFI1	13090500	
SUGI1	13311450	
TFAI1	13092747	
WEII1	13269000	
WSRI1	13266000	
CRSI1	13340600	
EKRI1	464615116103800	
HQSI1	463745115483500	
LERI1	13305000	
LOCI1	13337000	
LRDI1	13305310	
ORFI1	13340000	
PAHI1	13302005	
RIGI1	13316500	
SALI1	13307000	
SELI1	13336500	
SFCI1	13337500	
SMNI1	13302500	
SRYI1	13296500	
STII1	13338500	
WHBI1	13317000	
BDCI1	12321500	
BFEI1	12309500	
BFKI1	12310100	
CBBI1	12391950	
CCRI1	12413125	
CLDI1	12414500	
COEI1	12415500	
CTLI1	12413500	
EASI1	12306500	
ENVI1	12413000	
HARI1	12413860	
KRMI1	12308000	
LAPI1	13342450	
LEOI1	12305000	
LTCI1	12392155	
NMLI1	12413130	
NPLI1	12413370	
PACI1	13346800	
PAKI1	12392300	
PEKI1	13341050	
PLOI1	13345000	
PORI1	12322000	
PRCI1	12411000	
PRII1	13341570	
PRTI1	12395000	
PSLI1	12393000	
PSTI1	12413470	
PTFI1	12419000	
RSAI1	13342295	
SATI1	12414900	
SFPI1	12413355	
SFWI1	12413131	
SJII1	12413875	
SJMI1	12415070	
SJRI1	12415135	
SKGI1	12413210	
SNMI1	13317660	
SPDI1	13342500	
SRBI1	12417650	
ZZZI1	12411000	
AMFI1	13077000	
ANTI1	13050500	
ARCI1	13132500	
BBNI1	13068300	
BBYI1	13068495	
BFTI1	13069500	
BIUI1	10092700	
BKHI1	13063000	
BLFI1	13068500	
BLOI1	13132520	
BLPI1	434125114392100	
BLRI1	13120000	
BLSI1	13132565	
BRAI1	10068500	
BWKI1	13135500	
BWMI1	13142500	
CCCI1	13112000	
CHEI1	13049500	
DGGI1	13052200	
DGPI1	433212114235900	
DRYI1	13038000	
DSPI1	433608114402800	
EFGI1	13138000	
FALI1	13047500	
FAYI1	13046995	
FRAI1	13047600	
GLBI1	13057300	
GOSI1	13082500	
GWSI1	13057132	
HALI1	13139510	
HCFI1	13041010	
HEII1	13037500	
HENI1	13039500	
HFAI1	13046000	
HLKI1	13039000	
HRMI1	13057500	
HWRI1	13120500	
INEI1	13132513	
LINI1	13132535	
LLDI1	13118975	
LLHI1	13119000	
LLRI1	13118700	
LORI1	13038500	
LWOI1	13147900	
MACI1	13126000	
MAKI1	13127000	
MCCI1	13075000	
MDMI1	13081500	
MEDI1	13116500	
MENI1	13057000	
MUDI1	13115000	
NFBI1	13135520	
NFTI1	13055250	
PALI1	13032500	
PBOI1	13150430	
PIHI1	13075500	
PTYI1	13075910	
REXI1	13056500	
RIRI1	13058000	
RRVI1	13078000	
SCBI1	13140800	
SHLI1	13066000	
SHYI1	13060000	
SIFI1	13057155	
SNAI1	13062500	
SPSI1	13075983	
SQUI1	13297355	
TCKI1	13137500	
TCOI1	13083000	
TEAI1	13055000	
TGPI1	433644114231300	
TOMI1	13297330	
TOPI1	13073000	
TTXI1	13055340	
UTPI1	434248114315600	
VCSI1	13295000	
WBFI1	13058520	
WCPI1	432932114315300	
WFWI1	13058529	
WODI1	13148500	
WRMI1	13137000	
WTXI1	13057940	
YFSI1	13296000	
2-Apr	05419000	
CLMI2	05584500	
CMOI2	05443500	
FEEI2	05435500	
FLTI2	05420400	
GENI2	05447500	
JOSI2	05446500	
MENI2	05414820	
MLNI2	05448000	
NWBI2	05466500	
OQUI2	05469000	
ORII2	05466000	
PCKI2	05467000	
PENI2	05444000	
PINI2	05556500	
ATWI2	05590800	
BISI2	03338780	
CHKI2	03343820	
CLAI2	03379500	
CLFI2	05579500	
CLLI2	05578300	
CMGI2	03343400	
CMII2	05590050	
CNGI2	05567500	
COKI2	05591200	
COPI2	05568615	
CTMI2	05576195	
CTVI2	05590950	
CWDI2	05592100	
DEWI2	401956088453801	
DNVI2	03339000	
EFFI2	03378635	
FCKI2	05590520	
FDCI2	05561500	
FMDI2	05560500	
GNVI2	05568000	
GREI2	05582000	
HAVI2	05570500	
HEYI2	05579725	
HNYI2	05558300	
KNGI2	05568500	
LAWI2	03346500	
LNMI2	05569500	
OBLI2	03346000	
OKFI2	05583000	
OKWI2	03336645	
PETI2	05578000	
RCSI2	05576022	
ROCI2	05576000	
RVTI2	05576500	
SBUI2	03337570	
SBYI2	05591950	
SEVI2	05570000	
SLVI2	05592000	
SRCI2	05592050	
SRSI2	05576900	
SSEI2	400620088151801	
SSJI2	03336890	
STJI2	03336900	
STMI2	03345500	
SUGI2	05576250	
WAYI2	05580000	
WHCI2	05591550	
WORI2	05591700	
WSDI2	05576100	
WYGI2	05568800	
MCRI2	03377500	
AFBI2	05550001	
ALGI2	05550000	
BBMI2	05551675	
BRTI2	415801088095700	
BWDI2	05532000	
BYRI2	05440700	
CDCI2	05536235	
CHBI2	05526000	
COLI2	05542000	
CPCI2	05536162	
CREI2	412657087372001	
DAYI2	05552500	
DRCI2	05539670	
DRFI2	05534500	
DSPI2	05529000	
DXRI2	05442300	
EGVI2	05531045	
EMHI2	05531300	
EWLI2	412404088084801	
FICI2	05554300	
FKTI2	413102087510901	
FLSI2	05536255	
FNKI2	05438030	
GDWI2	412354087370001	
GLWI2	05536215	
GUNI2	05528000	
HBEI2	422834088255800	
HGPI2	413653087581901	
IRQI2	05525000	
JHCI2	05539000	
JHNI2	05548500	
JRSI2	05537980	
KCPI2	05527000	
KRDI2	412320088154101	
LCSI2	05536890	
LDLI2	05536265	
LDRI2	05528100	
LEMI2	05533600	
LMTI2	05533400	
LNRI2	05555300	
LYNI2	05532600	
MBNI2	05549000	
MDNI2	05536343	
MHHI2	412538087594301	
MILI2	05525500	
MOMI2	05520500	
MOXI2	05541710	
MRGI2	05438170	
MRSI2	05543500	
MRYI2	05538360	
NAWI2	05540130	
NBAI2	05536105	
NBRI2	05535500	
NDRI2	05540290	
NIPI2	05548280	
OAKI2	05536340	
OBKI2	05531410	
OKBI2	415037087581700	
PMNI2	04092485	
PNTI2	05554500	
PRYI2	05440000	
RFDI2	05437645	
ROKI2	05437500	
ROMI2	05536995	
RUSI2	05527800	
RVFI2	05530750	
RVRI2	05532500	
SAGI2	05536700	
SELI2	05551000	
SHLI2	05536290	
SIRI2	05437050	
SNAI2	05543010	
SORI2	05540500	
SPGI2	05540275	
STII2	05536140	
THNI2	05536275	
WBDI2	05539900	
WBOI2	05551545	
WLMI2	05527500	
WLSI2	05533000	
WRNI2	05540095	
WSCI2	05540060	
WSPI2	05531500	
WTTI2	412104087573401	
YKVI2	05551580	
ALNI2	05587541	
ALOI2	05587498	
ALTI2	05587540	
BRSI2	05594000	
CAYI2	05592990	
CHSI2	07020500	
COFI2	05593900	
EDWI2	05587900	
FARI2	05592900	
FREI2	05594800	
GRFI2	05587450	
HARI2	05587060	
HCKI2	05592575	
HEKI2	05595200	
HOFI2	05593520	
HRRI2	05592800	
KCAI2	05593000	
LCCI2	05593575	
MBRI2	05495500	
MCPI2	05587000	
MROI2	05585500	
NASI2	05595000	
PITI2	05512500	
POSI2	05593020	
PRNI2	05593945	
REDI2	05595240	
RIPI2	05585000	
TRYI2	05594450	
VALI2	05586100	
VDYI2	05594100	
VNDI2	05592500	
WDAI2	05588000	
BONI2	05595860	
BROI2	03378000	
BSII2	05595765	
CARI2	03381495	
CFMI2	05595820	
CRII2	03381500	
CRRI2	03382100	
EDDI2	03384450	
FMNI2	03612000	
GOLI2	03384500	
GRCI2	03612500	
HRBI2	03382200	
MCOI2	05597500	
MURI2	05599490	
OLMI2	03612600	
OVMI2	03612600	
PLMI2	05597000	
RNDI2	05595950	
SHNI2	03381700	
SMLI2	03399800	
THBI2	07022000	
WYNI2	03380500	
ABTI3	03275600	
ALPI3	03275000	
BLTI3	03275990	
BOOI3	03276000	
BRKI3	03276500	
EMYI3	03274650	
MTNI3	394426085080601	
ACTI3	03361850	
ADNI3	03348130	
AMTI3	03362000	
ANDI3	03348000	
BAKI3	03364000	
BBDI3	03351071	
BCSI3	03373508	
BEDI3	03371500	
BHDI3	03360652	
BOLI3	03360000	
BPCI3	033356848	
BRDI3	03351060	
BROI3	03353670	
CAGI3	03358900	
CARI3	03361000	
CATI3	03358000	
CCAI3	03349510	
CCCI3	03364650	
CCHI3	03364500	
CCII3	03351310	
CCTI3	03349210	
CHLI3	03340870	
CLGI3	03351007	
CNTI3	03354000	
COWI3	400541085213701	
COXI3	03341300	
CRLI3	03342500	
CRWI3	03339500	
CVGI3	03336000	
DBUI3	03333050	
DCDI3	03329700	
DLPI3	03333000	
DREI3	03363000	
ECCI3	03353460	
ECRI3	03353451	
EDEI3	033356725	
EDLI3	03335671	
EDNI3	03362500	
EDWI3	03360730	
ERSI3	033536062	
ETPI3	03353240	
FARI3	03353494	
FCFI3	03351500	
FINI3	03340800	
FISI3	400000086023201	
FLCI3	03363900	
FRNI3	03340900	
GRMI3	033531908	
HCCI3	03364200	
HCEI3	03364340	
HCHI3	03364042	
HDBI3	03372500	
HERI3	03352695	
HOMI3	03353633	
HUFI3	03341500	
IMAI3	03351201	
INDI3	03353000	
INSI3	03353500	
IUPI3	03352953	
JRMI3	03333450	
LAFI3	03335500	
LBCI3	03353637	
LBRI3	03361440	
LCII3	03353620	
LMXI3	03352690	
LPCI3	033356786	
LWCI3	03335673	
LYTI3	03335000	
MANI3	03359000	
MCFI3	03352162	
MIEI3	03347000	
MLRI3	03352500	
MONI3	03372400	
MOOI3	03353800	
MTZI3	03340500	
NBLI3	03349000	
NEBI3	03368000	
NFSI3	03371650	
NORI3	03351000	
NPLI3	03361650	
NWBI3	03360500	
OAKI3	03332605	
OKKI3	03333700	
OWCI3	03334000	
PCBI3	03357350	
PCLI3	03339280	
PETI3	03373980	
PRII3	03353120	
PRVI3	03352988	
PTRI3	03374000	
RALI3	03363220	
RCHI3	03357330	
RGVI3	03325500	
RLVI3	03357500	
RSHI3	03363400	
RVTI3	03342000	
SBBI3	03353430	
SBCI3	03353420	
SBMI3	03353415	
SBVI3	03361500	
SCFI3	03350655	
SCNI3	03350700	
SCPI3	03360600	
SDFI3	033521504	
SERI3	03365500	
SFWI3	03334500	
SHLI3	03373500	
SPEI3	03353600	
SPNI3	03357000	
STPI3	03363500	
STTI3	03353611	
SUTI3	03339273	
TERI3	03341500	
VCNI3	03343010	
VRNI3	03369500	
WCRI3	03351072	
WHNI3	03350800	
WLDI3	03350660	
WRHI3	03374100	
WRRI3	03351005	
ZONI3	03353200	
ABBI3	04179520	
ADMI3	03328500	
AQPI3	04099510	
BLFI3	03323000	
BREI3	05517010	
CDRI3	04180000	
CMBI3	04182830	
COMI3	04182950	
CPEI3	04100222	
DAVI3	05515500	
DCRI3	04181500	
EKMI3	04101000	
FLTI3	04177720	
FTWI3	04182900	
FWAI3	04182769	
GMDI3	03323587	
GSHI3	04100500	
HMLI3	04177700	
HNTI3	03323500	
HUNI3	03323450	
JCRI3	04101370	
JUNI3	04182755	
KNXI3	05517000	
LGNI3	03329000	
LRHI3	03324000	
LYNI3	03322900	
MAXI3	03331440	
MGNI3	04095380	
MISI3	03327000	
MROI3	03326500	
MSSI3	03326950	
NHVI3	04183000	
NMCI3	03328000	
NVLI3	04178000	
NWTI3	03330241	
OGRI3	05516665	
ORAI3	03331500	
OWGI3	03330500	
PIKI3	03331040	
PORI3	03324200	
PRUI3	03327500	
PYMI3	05516500	
ROOI3	04180500	
SALI3	03324500	
SASI3	04182000	
SCOI3	04099750	
SJRI3	04180610	
SLAI3	03324450	
SPYI3	04182808	
SYLI3	04100180	
TCNI3	03332555	
TCRI3	04095300	
WABI3	03325000	
WMCI3	03331753	
WRNI3	03324300	
BSTI3	03303300	
CANI3	03291780	
CNNI3	03303280	
CZCI3	03374500	
DEPI3	03366500	
FCLI3	03373686	
FRDI3	03302800	
JPRI3	03375500	
MGOI3	03302849	
NMDI3	03302220	
POLI3	03373610	
PRLI3	03374498	
PSPI3	03373560	
SELI3	03294000	
SEMI3	03302680	
WHCI3	03303000	
BOWI3	402851087213501	
DBRI3	05517500	
FSMI3	05524500	
GBSI3	413339087223001	
GCGI3	04092677	
HAMI3	05536357	
HBTI3	413218087151701	
HDDI3	05536179	
HGLI3	05536165	
HLGI3	04093000	
HMMI3	05536160	
KTSI3	05517530	
LAKI3	04093250	
LCMI3	05536195	
LIVI3	04093100	
MNTI3	413340087285001	
MRVI3	413026087213601	
PRTI3	04094000	
RZLI3	05522500	
SCRI3	04094400	
SLBI3	05518000	
EVVI3	03322000	
FTBI3	03322011	
NBGI3	03304300	
NHRI3	03378500	
PNTI3	03376500	
WADI3	03378550	
WNSI3	03376300	
AMAK1	07138050	
ARNK1	06861000	
BTMK1	07157740	
BTTK1	07140850	
CLGK1	07137000	
COOK1	07137500	
DDCK1	07139500	
DRFK1	07138070	
ELSK1	06861500	
ENWK1	07157500	
GCKK1	07139000	
HSNK1	07141000	
HTAK1	07140880	
HTBK1	07140890	
HTRK1	07140885	
HYSK1	06863500	
JTRK1	07140900	
KENK1	07138020	
KIOK1	07149000	
LRDK1	07141220	
MACK1	07142300	
PFRK1	06863000	
PTTK1	07144910	
RCNK1	07141780	
RIGK1	06863420	
ROZK1	07141200	
SCNK1	06862700	
SCSK1	06862850	
SEWK1	381119098435301	
SOSK1	07138063	
SYRK1	07138000	
TRCK1	06860900	
WAAK1	06866900	
ZENK1	07142575	
BRRK1	06893100	
CDOK1	06892495	
DSOK1	06892350	
EDGK1	06914950	
ESTK1	06891850	
HILK1	06914995	
HLSK1	06915000	
ICLK1	06893390	
KCDK1	06892360	
KCKK1	06892950	
LCGK1	06915800	
LEVK1	06820475	
MCSK1	06892513	
MSCK1	06890100	
OPDK1	06893300	
SPNK1	06914990	
STAK1	06893080	
TCRK1	06893350	
TNGK1	06892000	
TPOK1	06916600	
BLTK1	06876000	
BURK1	06853800	
DMRK1	06873000	
GDEK1	06871000	
GELK1	06875900	
LWLK1	06854000	
OSBK1	06874000	
PTIK1	06872500	
SKTK1	06871500	
WDRK1	06848500	
WODK1	06873460	
CDBK1	06846500	
CLNK1	06847900	
NCRK1	06845110	
OKYK1	06860000	
SFAK1	06827000	
AGSK1	07147190	
ALBK1	07141900	
ALMK1	07143665	
ARCK1	07146500	
ARKK1	07147900	
ATOK1	07166500	
BZRK1	07182200	
CALK1	07144486	
CASK1	07144780	
CBNK1	07151500	
CDPK1	07180500	
CHNK1	07144790	
CHRK1	07170700	
CMXK1	07167500	
COFK1	07170990	
COWK1	07144480	
CWNK1	07144470	
CYBK1	07142019	
DRBK1	07144550	
EDWK1	07146800	
ELFK1	07169800	
ELGK1	07172000	
ELWK1	06864500	
EREK1	07183300	
FAXK1	07180400	
FLRK1	07180400	
FRNK1	07169500	
GTBK1	07141300	
HAVK1	07143330	
HTCK1	07143310	
HTDK1	07143672	
ICTK1	07144300	
IDPK1	07170500	
IOLK1	07183000	
KANK1	06865000	
KEGK1	07144490	
LGLK1	06865500	
LINK1	06868850	
LNSK1	06866000	
LYNK1	07143300	
MABK1	07179795	
MARK1	07180200	
MDKK1	07145200	
MTRK1	06866500	
MULK1	07144570	
NCMK1	06870200	
NICK1	07142680	
OSLK1	07184500	
OXFK1	07145600	
PDSK1	06867500	
PECK1	07145500	
PLYK1	07182250	
PPFK1	07183500	
RSLK1	06864000	
RUSK1	06867000	
SEDK1	07144100	
SEMK1	07144050	
SLDK1	07148111	
SLNK1	06869950	
TOWK1	07147070	
VACK1	07144200	
VCFK1	07144201	
VRGK1	07165750	
WELK1	07145700	
WFDK1	07147800	
WICK1	07143375	
WIFK1	07144301	
WLSK1	06868100	
WSRK1	06868200	
BXTK1	07187600	
CSKK1	07186055	
FSKK1	06917500	
FTNK1	06917000	
MCNK1	07184000	
UUUK1	06917240	
ADAK1	06876700	
AMCK1	07179730	
BANK1	06884400	
BLRK1	06884700	
BRGK1	06911900	
BRLK1	07182510	
BVUK1	06888350	
CGRK1	07179500	
CHPK1	06878000	
CLIK1	06891478	
CNKK1	06856000	
CYCK1	06856600	
DELK1	06889200	
DUNK1	07179710	
EMPK1	07182260	
ENTK1	06877600	
FKFK1	06885500	
FTRK1	06879100	
HBGK1	06884025	
JNCK1	06878600	
JSEK1	06855850	
LAWK1	06891500	
LCPK1	06891000	
LNDK1	06911490	
LNEK1	06914500	
LRCK1	390006095132301	
LWRK1	06891080	
MILK1	06857100	
MLFK1	06857050	
MLVK1	06910997	
MNHK1	06879650	
MNTK1	06887000	
MPSK1	06876440	
MRYK1	06882510	
MSTK1	06879815	
MTTK1	06886900	
MVNK1	06911000	
MWCK1	06879810	
NBEK1	07179750	
NEOK1	07182390	
NLSK1	06876900	
OTWK1	06913500	
PDRK1	06890900	
PKVK1	07179300	
PLKK1	06912490	
PMNK1	06913000	
PRRK1	06890898	
PXCK1	06888500	
QUEK1	06912500	
RCDK1	07179700	
RCHK1	06891260	
RDNK1	06910800	
RSSK1	06888700	
SGBK1	06889585	
SIMK1	06876070	
SIPK1	06914100	
SNCK1	06814000	
SNDK1	06854500	
TOPK1	06889500	
TPAK1	06889000	
TSCK1	06869500	
TSHK1	06889630	
VCWK1	06888000	
WKCK1	06879805	
WMGK1	06887500	
WRWK1	06891200	
WSHK1	06884200	
BVLK2	03277130	
BVUK2	03238140	
CATK2	03253500	
EDGK2	03254550	
ELJK2	03260100	
ERLK2	03260050	
FMCK2	03238772	
GNCK2	03291500	
GPCK2	03277075	
HYSK2	03253000	
LUDK2	03260015	
MKBK2	03251500	
MKLK2	03277200	
MTOK2	03251200	
MYVK2	03238000	
PNEK2	03254480	
THCK2	03254693	
TMCK2	03238745	
VISK2	03254520	
VLIK2	03254520	
WPCK2	03262001	
BBVK2	03403500	
BLWK2	03406500	
BOOK2	03281500	
BUCK2	03280800	
CBNK2	03404820	
CCKK2	03277450	
CFAK2	03404500	
CFLK2	03277446	
CHLK2	03282290	
CMBK2	03400500	
CORK2	03404900	
CRLK2	03249498	
CRMK2	03282040	
CYCK2	03283500	
DWYK2	03211000	
ELKK2	03209300	
FRMK2	03249505	
FTLK2	03207995	
HAZK2	03277500	
HGRK2	03282500	
HLDK2	03282000	
HYDK2	03280600	
JKNK2	03280000	
LYLK2	03401000	
MCHK2	03281100	
MILK2	03208000	
MNFK2	03250100	
MSGK2	03250190	
MTCK2	03413200	
MTGK2	03210000	
NCFK2	03400986	
PHYK2	03207965	
PKYK2	03209500	
PRCK2	372418082444201	
PSTK2	03209800	
PTVK2	03212500	
RAVK2	03282120	
SAYK2	03248300	
SHVK2	03407500	
SRKK2	03250322	
STRK2	03410500	
SXTK2	03403910	
TLLK2	03281000	
VLRK2	03211500	
VRGK2	371954082350601	
WHTK2	03277300	
WLBK2	03404000	
WLLK2	381100082533601	
WLWK2	03282060	
WTNK2	03280700	
YMCK2	03410590	
ABPK2	03292500	
ALVK2	03314000	
BLSK2	03250500	
BRCK2	03295890	
BRNK2	03311500	
BRRK2	03312900	
BSNK2	03301500	
BTDK2	03301000	
BWGK2	03314500	
BYSK2	03287600	
CFTK2	03293500	
CLBK2	03307000	
CLMK2	03298550	
CPNK2	03284500	
CREK2	03252300	
CYNK2	03252500	
DIXK2	03286000	
DLPK2	03288190	
DNVK2	03285000	
DUNK2	03319000	
EHMK2	03284533	
ELPK2	03287590	
FDLK2	03302000	
FFTK2	03287500	
FLFK2	03298470	
FNCK2	03298150	
FNYK2	03313000	
FODK2	03284000	
FRLK2	03313700	
FSVK2	03298000	
FTSK2	03289000	
GEOK2	03288100	
GLHK2	03306000	
GNBK2	03295400	
GNSK2	03306500	
GNWK2	03292475	
GRLK2	03305990	
GRSK2	03288110	
GSTK2	03290080	
HCKK2	03292480	
HGVK2	03310000	
HIBK2	03286500	
HLLK2	03284580	
HLSK2	03288180	
HSBK2	03318800	
JFTK2	03298135	
JSBK2	03284552	
KMDK2	03294600	
LBJK2	03301630	
LOSK2	03292557	
LPTK2	03290500	
LXTK2	380249084295001	
LYDK2	03292474	
MCKK2	03305000	
MDOK2	03302030	
MDWK2	03289300	
MFVK2	03308500	
MLPK2	03294500	
MLUK2	03293551	
MLWK2	03293510	
MLXK2	03293548	
MUDK2	03300400	
MWTK2	03298200	
NLTK2	03311000	
NOLK2	03310900	
OKLK2	03301940	
PANK2	03321350	
PCVK2	03310400	
PKMK2	03289500	
PRPK2	03294550	
PRSK2	03251900	
PSHK2	03286200	
PSWK2	03251980	
PTOK2	03284525	
PVYK2	03297900	
RCPK2	03316645	
RLTK2	03318010	
RRLK2	03318005	
SDVK2	03291000	
SHPK2	03298500	
SLVK2	03287000	
SMNK2	03293530	
STMK2	03293000	
SVEK2	03297800	
TVLK2	03295597	
TYRK2	03287250	
VLVK2	03284230	
VLYK2	03289193	
VYWK2	03294570	
WDBK2	03315500	
WHMK2	03310300	
YNTK2	03289200	
ZTEK2	03298250	
ZTNK2	03298300	
AMOK2	03610200	
APXK2	03320500	
BDCK2	07024000	
CALK2	03320000	
CDZK2	03438000	
HCLK2	03613000	
HENK2	03322190	
HLBK2	03437495	
HLHK2	03437480	
HLWK2	03437370	
HPKK2	03437500	
LVMK2	03319885	
MCPK2	03611260	
MURK2	03610000	
ONYK2	03383000	
PAHK2	03611000	
PRDK2	03316500	
SPTK2	03321500	
TWPK2	03384100	
UNWK2	03322420	
ASHK2	03216000	
BLCK2	03215410	
FLRK2	03215000	
GNUK2	03216600	
GRAK2	03216300	
GYLK2	03216350	
GYNK2	03216500	
LEOK2	03216400	
TYGK2	03217000	
BBJL1	07364203	
BLFL1	07369050	
BMDL1	07370000	
BMKL1	07369700	
BRGL1	07368000	
BSTL1	07367690	
CLGL1	07369000	
JONL1	07364200	
OROL1	07381482	
TDGL1	07369500	
TTSL1	07369515	
BALL1	07385790	
BCCL1	073802305	
BDCL1	08010000	
BFHL1	302320091465900	
BKDL1	08014881	
BLRL1	07381515	
BSLL1	08012000	
BTEL1	073815945	
BTJL1	07385765	
BTWL1	07385820	
BUNL1	08014800	
BVCL1	07386600	
CCCL1	300312091320000	
CCRL1	08017118	
CLWL1	07382000	
EUGL1	073816525	
FKNL1	07381670	
GLML1	08013000	
GNDL1	073815450	
GSML1	073816202	
HCRL1	295744093303800	
ICCL1	07387050	
IWAL1	073814675	
KDRL1	08015500	
LEPL1	03068000	
LKHL1	08017044	
LPHL1	302020091435700	
MFBL1	295447091191500	
MRGL1	07381600	
MRLL1	07383510	
MRML1	08012150	
MRVL1	07383500	
MTTL1	08014500	
NCLL1	08017095	
OBCL1	08013500	
PBRL1	301655091440800	
RFRL1	294045092492300	
RPIL1	08028000	
SMML1	07381490	
VCPL1	07387040	
VLSL1	07386880	
VRLL1	07386850	
VRPL1	07386980	
VSHL1	07386940	
WLCL1	07381590	
WSHL1	07382500	
ABKL1	07378746	
AFRL1	07377243	
AICL1	073816501	
AMIL1	07375430	
ASBL1	07375222	
BAKL1	07377754	
BARL1	292859090004000	
BBGL1	073802245	
BBHL1	07378083	
BBOL1	07375500	
BBRL1	07378810	
BBWL1	07378100	
BFFL1	07380401	
BFGL1	073802273	
BGNL1	07374527	
BLBL1	0738022395	
BLML1	07376000	
BLUL1	07378748	
BMPL1	07380101	
BPNL1	073816503	
BPPL1	07380330	
BRML1	07374000	
BSHL1	02492000	
BXAL1	02489500	
CBAL1	07378722	
CBDL1	073745257	
CCLL1	07381355	
CCOL1	073813498	
CGSL1	07375105	
CMTL1	07378000	
COCL1	295124089542100	
COML1	07377760	
CONL1	073802225	
CTFL1	07380335	
CUSL1	07375050	
CVEL1	07375175	
CWCL1	2951190901217	
DACL1	07381324	
DARL1	07377000	
DCBL1	07379960	
DCLL1	07381349	
DENL1	07378500	
DNAL1	301324090382400	
DOSL1	292800090060000	
DPDL1	295501090190400	
DULL1	07381328	
EBRL1	302614091083001	
EGIL1	073802516	
EPNL1	02492511	
FLSL1	07375000	
FRNL1	02491500	
FSLL1	07380200	
GIBL1	292952090565300	
GRDL1	0738022295	
GRPL1	300722089150100	
GRVL1	300602090375100	
GRYL1	073801175	
GSRL1	07378050	
GTEL1	291929089562600	
GVLL1	07377150	
HACL1	073802512	
HBPL1	07380127	
HCEL1	07389700	
HENL1	07380126	
HOLL1	07376000	
HOOL1	07377870	
IWHL1	07381331	
IWLL1	07381235	
JCHL1	07378650	
KENL1	07375300	
LBLL1	07381150	
LBSL1	07374581	
LCCL1	07381350	
LFDL1	07380400	
LPOL1	07375800	
LPRL1	073813375	
LRCL1	07375170	
MAGL1	07377300	
MAUL1	07380215	
MBCL1	07374525	
MCOL1	07380107	
MDLL1	301200090072400	
MLDL1	07377600	
MNLL1	292952089453800	
MONL1	07375960	
MSVL1	07375230	
NAOL1	07380238	
NBWL1	07379100	
NGIL1	07380251	
NPVL1	07380500	
NRBL1	07376500	
NRSL1	073802282	
OLVL1	07377500	
PANL1	073802220	
PCDL1	07381343	
